QIs,k,maxChanges,gen. intensity,granularity,n.u. entropy,record-level sq. err.,att.-level sq. err.
9,2,9,0.9161140949981212,0.9086544363598492,0.869088397259351,0.8213238042707098,0.9831072230884222
9,3,9,0.883367469983079,0.8729219708014186,0.8198278452343547,0.7635090737909512,0.9757238296395354
9,4,9,0.8618319101543025,0.849073771179913,0.7882952769197008,0.7289417427640958,0.9716048334395003
9,5,9,0.8460246766227801,0.8319362617337811,0.7656753010289564,0.7057497476656412,0.9688184254894042
9,6,9,0.8326733171736819,0.817196102009318,0.7467842004424564,0.6867189402828021,0.9664767471997071
9,7,9,0.8221296357693149,0.8056411966243837,0.7315473892165183,0.672021577631306,0.9647115442255129
9,8,9,0.812394550906586,0.7948141599158998,0.7174373764258444,0.658020755815758,0.9626004806886516
9,9,9,0.8037775027198806,0.7853247784053342,0.7045272251453023,0.6485095623235924,0.9614296004994117
9,10,9,0.7970613010729714,0.777730621769024,0.6944014025000749,0.6399795748539219,0.9597462742449817
