QIs,k,metric,gen. intensity,granularity,n.u. entropy,record-level sq. err.,att.-level sq. err.,time
9,2,Loss,0.9528972560518878,0.9683814947837814,0.8776030987476386,0.912868450766412,0.9858928169914257,12729
9,2,Non-Uniform Entropy,0.9221801039817088,0.9255105008529985,0.8837823645629492,0.8367374025795005,0.9885497025242759,1079123
9,3,Loss,0.9264137239155475,0.9501708322859642,0.8161676604720871,0.8760938557676645,0.9770016715123104,24485
9,3,Non-Uniform Entropy,0.876452035551233,0.8797801563874351,0.8182867567645343,0.763243152422868,0.9804293091458006,1415187
9,4,Loss,0.9095688835842006,0.9379090994377343,0.7795429879314216,0.8543143400259686,0.9719994342167484,24267
9,4,Non-Uniform Entropy,0.8467608248789864,0.8491079094411188,0.7765067332165887,0.7194312197102894,0.9749346007221118,1264998
9,5,Loss,0.8968809171216169,0.9283021437343995,0.7533530634786478,0.8375101187802406,0.9681419933998019,28814
9,5,Non-Uniform Entropy,0.8248175899525279,0.8257375910015117,0.7461652850696363,0.687103970001819,0.9704099217591976,1176139
9,6,Loss,0.8865244961160346,0.9208049042653002,0.733322892155241,0.8241894857817984,0.9651135466746453,29446
9,6,Non-Uniform Entropy,0.8089191820956958,0.8097799720503086,0.7247788178676011,0.6666104963110033,0.9674529743635569,1095100
9,7,Loss,0.8778623212430648,0.9137688686827795,0.716009356838194,0.8122730613891082,0.9616715913893492,31327
9,7,Non-Uniform Entropy,0.7952654431501991,0.7958401744503759,0.7063865298258252,0.6474067566558603,0.9650697386277433,1010005
9,8,Loss,0.8703531792517931,0.9077538954737785,0.7023745535286223,0.8019693831910959,0.9602035976927552,31603
9,8,Non-Uniform Entropy,0.7814284346013015,0.7817434136625784,0.6902247476674275,0.6289413332670226,0.9625062085627369,1015633
9,9,Loss,0.8637164865283026,0.902174503904948,0.6904021715774565,0.791852080120855,0.9579230071386663,36540
9,9,Non-Uniform Entropy,0.7710560504141836,0.7712723436351291,0.6764658567777222,0.6178283920501899,0.9616951303477174,1037573
9,10,Loss,0.8577174001134614,0.8975134101725458,0.6794256332681001,0.785076512257818,0.9564521334939546,39168
9,10,Non-Uniform Entropy,0.7624632539840421,0.7631249677882591,0.665271678503949,0.6074927553320371,0.9602462907003623,909831
