QIs,k,metric,gen. intensity,granularity,n.u. entropy,record-level sq. err.,att.-level sq. err.
9,2,Loss,0.9519004781586838,0.9675634639120321,0.877008751890249,0.9120409829356128,0.9862067108140595
9,3,Loss,0.925082947147134,0.9486074252975772,0.8159837345202788,0.8734638496646729,0.9781061418765464
9,4,Loss,0.9071688806371518,0.9354612248494713,0.7795689950597331,0.849786186135687,0.9735811687621618
9,5,Loss,0.8946319504306373,0.9263893168241526,0.753804903269077,0.8332119328185381,0.969842503572692
9,6,Loss,0.8840056902602486,0.9180823604427153,0.7334272340525807,0.8188267661027151,0.9666234877390724
9,7,Loss,0.8754119728773261,0.9112243040827356,0.7170189895320642,0.8076893467115231,0.9639332741605466
9,8,Loss,0.8676354475953302,0.9052984433379727,0.7025863124046641,0.5752480170451166,0.3574968185979306
9,9,Loss,0.8607648328654888,0.8998007834466816,0.6908864331472997,0.7876262612829232,0.959538459651472
9,10,Loss,0.8544400361504662,0.894635930500798,0.6803352815392809,0.7802748076582606,0.9587109773614256
