QIs,k,maxChanges,gen. intensity,granularity,n.u. entropy,record-level sq. err.,att.-level sq. err.
9,2,9,0.9144803247647887,0.9086968162609672,0.8750419077951852,0.8213618211634777,0.9862366663789227
9,3,9,0.8807445964630501,0.8723290340988948,0.8264416393260372,0.7612198179915382,0.9793854887103332
9,4,9,0.8590205482984477,0.8484789719754025,0.7955186494864581,0.7244428472037936,0.9750197609931741
9,5,9,0.8426730224687919,0.8305527296490413,0.7717634920696477,0.6985257845677268,0.9720843276992678
9,6,9,0.8301437668687851,0.8169554819702396,0.754250134032771,0.6807674677738362,0.9697249319140246
9,7,9,0.8186294012333399,0.8044656523203575,0.7378909082845926,0.6643552353018194,0.9679256689358446
9,8,9,0.8086585524586983,0.7934081714459157,0.7240989672384779,0.6503358948148065,0.9662481709849687
9,9,9,0.7993397382529402,0.7828314173928546,0.7102414270584105,0.6383508952292685,0.9644379765172588
9,10,9,0.79140665099819,0.7746374703290932,0.7000958974786082,0.6291870977755122,0.9634638426173614
